Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
350010505000001;1;0;439255;439255;0;0;0;1;23;43;28;25;22;4;3;
350010505000002;1;0;866389;866389;0;0;0;17;67;100;35;41;27;3;4;
350010505000003;1;1;921529;917329;4200;0;0;1;31;56;41;40;34;10;2;
350010505000004;1;0;1160677;1160677;0;0;1;13;56;80;38;43;42;14;1;
350010505000005;1;0;1074174;1074174;0;0;1;18;66;98;45;34;21;6;2;
350010505000006;1;0;921923;921923;0;1;6;4;71;96;58;31;23;2;10;
350010505000007;1;0;422442;422442;0;0;0;21;72;63;18;8;2;4;2;
350010505000008;1;0;716780;716780;0;1;2;18;81;100;44;31;12;0;0;
350010505000009;1;1;410582;410082;500;0;5;22;47;88;26;6;6;0;4;
350010505000010;1;1;424272;423762;510;0;2;30;91;94;13;7;1;2;4;
350010505000011;1;0;889633;889633;0;0;0;21;67;120;47;42;17;2;2;
350010505000012;1;1;1236435;1236435;0;1;3;11;50;73;29;29;33;12;3;
350010505000013;1;0;325884;325884;0;0;2;13;87;56;14;8;1;0;2;
350010505000014;1;1;633889;633449;440;0;5;20;102;132;31;20;3;0;2;
350010505000015;1;0;292617;292617;0;2;10;33;82;55;9;2;1;1;5;
350010505000016;1;0;215179;215179;0;5;8;56;80;37;3;1;0;0;4;
350010505000017;1;0;283431;283431;0;4;11;47;91;55;6;3;0;0;5;
350010505000018;1;0;781014;781014;0;2;2;16;48;69;28;28;23;2;3;
350010505000019;1;1;592351;588551;3800;0;5;37;113;130;21;10;4;1;2;
350010505000020;1;0;412653;412653;0;0;2;16;83;82;19;12;1;0;0;
350010505000021;1;0;863290;863290;0;0;1;10;57;68;23;22;20;10;0;
350010505000022;1;0;609739;609739;0;0;0;9;68;102;30;17;6;1;2;
350010505000023;1;0;576896;576896;0;0;5;14;67;110;26;16;7;0;1;
350010505000024;1;0;404358;404358;0;0;0;15;77;56;17;12;6;1;3;
350010505000025;1;0;515663;515663;0;0;1;17;97;110;20;10;7;0;0;
350010505000026;1;0;552621;552621;0;0;1;5;34;65;21;28;7;5;3;
350010505000027;1;0;283242;283242;0;1;4;35;103;46;4;2;1;0;2;
350010505000028;1;2;496804;495524;1280;0;5;46;161;105;12;4;1;0;5;
350010505000029;1;0;421381;421381;0;1;15;73;148;65;8;1;0;1;5;
350010505000030;1;0;560857;560857;0;0;9;30;110;128;26;13;3;0;4;
350010505000031;1;0;525896;525896;0;2;11;44;148;108;22;5;0;0;5;
350010505000032;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350010505000033;1;0;403786;403786;0;3;5;57;134;85;5;1;0;0;1;
350010505000034;1;0;486795;486795;0;0;0;8;57;65;23;26;8;3;4;
350010505000035;1;0;239616;239616;0;0;9;46;85;33;3;2;1;0;9;
350010505000036;1;2;544197;542387;1810;0;2;14;66;56;31;14;13;3;0;
350010505000037;1;0;632043;632043;0;1;2;15;68;74;37;26;11;1;1;
350010505000038;1;0;262131;262131;0;0;1;3;30;51;12;9;1;0;0;
350010505000039;1;0;527226;527226;0;0;0;3;13;58;29;38;14;1;0;
350010505000041;1;0;28020;28020;0;0;0;0;5;6;1;1;0;0;0;
350010505000042;1;0;197161;197161;0;0;0;2;16;37;8;10;3;0;1;
350010505000043;3;0;71325;71325;0;0;0;0;3;2;1;1;4;0;0;
350010505000044;1;0;393071;393071;0;3;4;36;115;84;16;3;0;0;3;
350010505000045;3;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350010505000048;3;0;66085;66085;0;0;1;6;20;16;2;0;0;0;1;
350010505000049;8;0;94126;94126;0;0;2;7;23;16;3;3;1;0;0;
350010505000050;8;0;164856;164856;0;0;0;11;26;33;5;4;1;0;0;
350010505000051;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
350010505000052;8;0;134081;134081;0;1;2;5;35;24;10;1;0;0;0;
350010505000053;8;0;77337;77337;0;0;2;9;15;13;3;0;1;0;1;
350010505000054;8;0;142042;142042;0;0;0;7;35;25;7;2;1;0;1;
350010505000055;8;0;61208;61208;0;1;1;6;15;16;0;1;0;0;0;
350010505000056;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350010505000057;8;0;32105;32105;0;0;1;7;15;4;0;0;0;0;0;
350010505000058;8;1;41549;41039;510;0;4;7;10;8;2;0;0;0;0;
350010505000059;8;0;108777;108777;0;0;1;12;15;12;1;0;1;2;1;
350010505000060;8;0;62073;62073;0;0;1;8;17;7;1;4;1;0;0;
350010505000061;8;0;54298;54298;0;0;0;6;19;14;0;2;0;0;1;
350010505000062;1;0;502333;502333;0;0;0;3;30;63;28;14;19;3;1;
350010505000063;1;0;432340;432340;0;0;2;9;51;63;24;14;7;4;2;
350010505000066;1;0;61970;61970;0;0;0;1;2;9;0;6;2;0;0;
350010505000067;1;0;273537;273537;0;1;2;18;35;60;7;10;4;0;2;
350010505000068;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350010505000069;1;0;7990;7990;0;0;0;1;0;3;1;0;0;0;0;
350010505000070;2;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350010505000071;1;0;9280;9280;0;0;0;1;3;3;0;0;0;0;0;
350010505000073;1;0;304169;304169;0;0;6;13;86;61;7;7;1;0;6;
350010505000075;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350010505000076;2;0;14245;14245;0;0;0;0;1;4;0;1;0;0;0;
350010505000077;1;0;257097;257097;0;0;2;14;65;56;8;3;3;0;0;
350010505000078;1;0;311353;311353;0;1;10;41;98;69;6;2;0;0;3;
350010505000080;2;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350010505000081;1;0;226415;226415;0;1;6;13;47;49;8;3;0;0;0;
350010505000083;1;0;124757;124757;0;0;0;0;2;6;4;10;2;0;0;
350010505000084;1;0;17710;17710;0;0;0;1;0;7;3;0;0;0;0;
350010505000085;2;0;17876;17876;0;0;0;1;1;4;0;1;0;0;0;
350020405000001;1;0;424951;424951;0;2;5;17;95;101;15;5;2;1;3;
350020405000002;1;0;340719;340719;0;4;3;37;83;75;10;3;2;1;16;
350020405000003;1;0;526945;526945;0;0;5;22;119;112;22;9;0;0;4;
350020405000004;1;0;525865;525865;0;1;7;34;94;118;23;5;2;3;3;
350020405000005;3;0;31110;31110;0;0;0;0;8;3;2;2;1;0;2;
350020405000007;8;0;45568;45568;0;0;1;6;9;5;0;1;0;1;1;
350020405000008;8;0;69361;69361;0;0;2;9;18;14;1;1;1;0;4;
350020405000009;8;0;126454;126454;0;0;0;4;21;10;4;3;1;1;1;
350030305000001;1;0;540881;540881;0;0;1;6;28;30;25;31;16;7;2;
350030305000002;1;1;575082;574282;800;0;2;5;23;39;19;30;19;3;2;
350030305000003;1;0;443592;443592;0;0;1;16;55;64;23;14;7;1;1;
350030305000004;1;0;540245;540245;0;1;4;9;51;58;24;15;8;5;1;
350030305000005;1;0;485538;485538;0;1;0;14;60;56;25;18;6;2;4;
350030305000006;1;0;459834;459834;0;0;3;21;93;80;24;9;6;0;3;
350030305000007;1;0;768920;768920;0;0;7;29;99;118;34;19;9;4;7;
350030305000008;1;0;502104;502104;0;1;6;26;88;108;18;14;4;1;0;
350030305000009;1;0;741429;741429;0;1;4;12;35;81;38;21;16;6;4;
350030305000010;1;0;670204;670204;0;1;3;16;53;71;35;19;18;4;10;
350030305000011;1;0;408135;408135;0;0;7;19;58;54;15;21;6;0;0;
350030305000012;1;0;342459;342459;0;0;8;27;58;57;24;6;1;1;4;
350030305000013;1;0;318842;318842;0;1;3;36;102;59;11;4;2;1;3;
350030305000014;1;0;253008;253008;0;1;6;23;63;53;10;2;0;0;1;
350030305000015;1;0;262542;262542;0;0;5;29;82;45;8;3;0;0;3;
350030305000016;1;1;278613;278369;244;2;8;34;74;55;8;4;1;0;4;
350030305000017;1;1;213713;213563;150;2;15;39;78;37;4;2;0;0;12;
350030305000018;1;0;418520;418520;0;2;3;31;92;106;11;7;3;0;2;
350030305000019;1;1;285665;284378;1287;0;4;28;83;43;5;2;4;0;4;
350030305000020;1;0;312933;312933;0;0;2;24;63;61;20;6;1;0;5;
350030305000021;1;3;356090;355690;400;3;10;47;78;60;6;7;2;1;9;
350030305000022;1;0;535220;535220;0;3;10;61;131;119;12;5;0;0;12;
350030305000023;1;1;412499;412199;300;2;20;51;117;63;19;4;2;0;6;
350030305000024;1;2;419863;418408;1455;3;15;67;125;85;7;0;1;0;3;
350030305000025;1;0;253582;253582;0;2;6;58;80;39;6;2;1;0;10;
350030305000026;1;0;393178;393178;0;5;7;35;78;67;14;5;2;1;4;
350030305000027;1;1;496592;495792;800;0;9;55;123;89;26;4;0;0;2;
350030305000028;1;0;302453;302453;0;1;4;31;77;64;7;1;0;1;3;
350030305000029;1;0;266124;266124;0;1;13;44;89;39;9;3;0;0;4;
350030305000030;1;0;349166;349166;0;2;24;79;123;45;3;5;0;0;6;
350030305000031;1;0;324954;324954;0;0;2;20;37;35;16;13;9;2;8;
350030305000032;1;0;303466;303466;0;0;2;13;41;66;17;7;4;0;0;
350030305000033;1;0;318867;318867;0;0;5;41;90;66;9;0;0;0;2;
350030305000034;1;2;210575;209555;1020;0;19;34;69;32;7;3;0;0;4;
350030305000035;1;0;468292;468292;0;0;4;26;86;75;15;17;5;2;10;
350030305000036;3;2;158118;157768;350;6;14;46;64;22;3;0;0;0;5;
350030305000038;8;1;216414;215864;550;1;6;48;65;28;6;4;1;0;2;
350030305000039;8;0;220377;220377;0;1;1;27;56;39;2;3;2;1;1;
350030305000040;8;0;199816;199816;0;0;7;37;68;33;5;2;1;0;0;
350030305000041;8;0;194152;194152;0;0;5;31;53;29;5;4;0;1;1;
350030305000042;8;0;173104;173104;0;1;7;19;67;25;3;1;0;0;0;
350030305000043;8;0;85685;85685;0;0;3;14;34;7;0;1;1;0;1;
350030305000044;8;0;128824;128824;0;0;6;21;40;16;1;0;1;1;1;
350030305000045;8;0;69540;69540;0;1;13;33;20;6;2;1;0;0;6;
350030305000046;1;0;322735;322735;0;1;2;21;50;61;13;16;1;0;1;
350030305000047;1;0;230030;230030;0;0;11;43;70;34;6;6;0;0;10;
350030305000048;1;0;341281;341281;0;0;8;43;71;57;8;9;1;1;2;
350030305000049;1;0;204153;204153;0;1;7;38;58;43;4;2;0;0;1;
350030305000050;1;0;356037;356037;0;3;20;80;107;69;2;1;0;0;9;
350030305000051;3;0;110038;110038;0;6;20;39;45;12;0;0;0;0;8;
350030305000052;2;2;132456;131946;510;7;32;90;27;12;0;0;0;0;10;
350040205000001;1;0;236502;236502;0;0;0;11;19;38;10;13;4;2;2;
350040205000002;1;1;478581;477081;1500;0;3;27;48;56;12;10;6;3;5;
350040205000003;1;1;388954;386224;2730;0;0;7;13;55;18;13;9;5;4;
350040205000004;1;0;480290;480290;0;0;1;10;35;42;14;23;15;5;2;
350040205000005;1;0;375728;375728;0;0;1;12;65;63;19;7;5;6;1;
350040205000006;1;2;435078;433038;2040;0;2;31;58;67;20;15;5;3;0;
350040205000007;1;0;690710;690710;0;0;3;23;60;91;21;22;6;2;4;
350040205000008;1;3;374785;371755;3030;0;1;17;71;50;14;16;7;2;1;
350040205000010;1;0;479581;479581;0;0;1;6;36;40;26;22;14;4;0;
350040205000011;1;0;264111;264111;0;1;4;41;63;53;15;2;0;0;1;
350040205000013;3;0;126033;126033;0;0;11;29;40;27;3;0;0;0;3;
350040205000014;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350040205000015;8;0;64830;64830;0;0;5;10;15;9;1;0;1;0;0;
350040205000016;8;0;32639;32639;0;0;3;5;11;3;1;1;0;0;0;
350040205000017;8;0;113146;113146;0;0;3;9;17;17;2;2;0;2;0;
350040205000018;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350040210000001;1;1;363547;363037;510;1;12;46;95;54;5;3;1;2;9;
350040210000002;3;0;420515;420515;0;0;4;40;119;72;19;2;0;0;5;
350040210000003;3;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350040210000004;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350040210000005;8;1;147152;146802;350;0;7;24;49;21;10;1;1;0;2;
350050105000001;1;0;630185;630185;0;0;1;6;44;73;49;27;17;8;2;
350050105000002;1;0;696011;696011;0;0;1;5;49;81;39;32;20;6;1;
350050105000003;2;0;314717;314717;0;2;11;36;99;45;10;0;4;0;2;
350050105000005;1;0;739479;739479;0;0;3;19;73;82;26;14;12;3;29;
350050105000006;1;0;372477;372477;0;0;3;32;96;77;19;6;3;0;1;
350050105000007;1;0;392641;392641;0;0;1;16;102;79;27;10;0;0;6;
350050105000008;1;0;403520;403520;0;0;0;8;38;63;27;15;9;2;3;
350050105000009;1;0;321174;321174;0;0;1;11;38;64;20;10;7;0;3;
350050105000010;2;0;767080;767080;0;0;1;20;54;84;32;33;13;3;0;
350050105000011;2;0;993485;993485;0;0;1;9;47;90;27;53;27;12;24;
350050105000012;2;1;291784;289984;1800;0;8;42;63;51;8;6;1;0;13;
350050105000013;2;0;97790;97790;0;0;1;13;27;18;3;2;0;0;1;
350050105000014;2;0;570515;570515;0;1;4;25;79;106;25;3;4;3;1;
350050105000015;2;0;802992;802992;0;1;6;58;150;130;32;12;3;3;1;
350050105000016;2;0;258775;258775;0;0;8;22;75;53;7;2;0;0;2;
350050105000017;1;0;210032;210032;0;2;1;18;61;51;6;0;0;0;2;
350050105000018;2;0;411729;411729;0;0;1;17;85;93;23;5;2;0;1;
350050105000019;2;1;588577;585832;2745;0;10;38;142;98;14;14;4;1;12;
350050105000020;2;0;391139;391139;0;3;9;35;105;81;8;3;1;0;4;
350050105000021;8;0;32305;32305;0;0;1;3;4;3;0;0;1;1;0;
350050105000022;8;0;50130;50130;0;0;0;10;16;11;1;1;0;0;1;
350050105000024;1;0;493160;493160;0;0;6;14;48;54;21;11;9;6;4;
350050105000025;1;0;252076;252076;0;0;1;15;62;44;14;3;0;0;26;
350050105000026;1;0;377479;377479;0;0;4;13;70;41;19;12;5;0;4;
350050105000027;2;0;362774;362774;0;0;2;11;48;54;13;16;9;0;1;
350050105000028;2;0;175448;175448;0;1;6;26;66;28;4;0;0;0;6;
350050105000029;1;0;262844;262844;0;0;8;35;70;52;6;1;0;0;31;
350050105000030;2;0;412203;412203;0;1;5;40;112;88;10;5;1;0;1;
350055005000001;1;0;300707;300707;0;0;4;7;24;36;10;12;12;1;2;
350055005000002;1;0;632499;632499;0;0;1;14;54;53;38;20;15;6;1;
350055005000003;1;0;300150;300150;0;0;1;11;40;50;25;7;4;0;6;
350055005000004;1;0;528832;528832;0;2;4;25;52;91;26;28;7;0;4;
350055005000005;1;1;393107;393107;0;0;8;43;109;67;14;5;2;0;7;
350055005000006;1;0;336887;336887;0;0;1;17;37;56;16;15;8;1;3;
350055005000007;1;0;315666;315666;0;0;1;5;25;47;16;13;16;2;4;
350055005000008;3;0;221073;221073;0;0;0;0;4;15;8;21;5;3;2;
350055005000009;3;0;273531;273531;0;1;3;18;41;42;11;7;5;2;3;
350055005000012;3;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350055005000013;3;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350055005000014;3;0;6500;6500;0;0;0;0;1;2;1;0;0;0;1;
350055005000015;3;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350055005000016;8;0;158012;158012;0;1;5;16;46;27;1;4;3;0;2;
350055005000017;8;0;225697;225697;0;2;12;39;64;40;7;3;2;0;4;
350055005000018;8;0;7620;7620;0;0;0;2;0;3;0;0;0;0;0;
350055005000019;8;0;104992;104992;0;0;3;9;29;16;5;4;1;0;0;
350055005000021;8;1;126604;125584;1020;0;1;24;40;20;3;1;0;1;0;
350060005000001;1;0;692329;692329;0;3;3;8;33;54;40;28;18;9;10;
350060005000002;1;0;429219;429219;0;0;0;7;21;42;20;19;17;4;3;
350060005000003;1;0;642814;642814;0;1;1;13;38;94;22;21;13;4;3;
350060005000004;1;0;397985;397985;0;0;0;6;17;25;18;14;13;6;0;
350060005000005;1;0;673741;673741;0;0;1;4;16;29;19;26;13;10;3;
350060005000006;1;0;390321;390321;0;1;0;3;21;36;23;11;17;4;0;
350060005000007;1;0;403225;403225;0;0;0;2;19;31;18;14;18;3;0;
350070905000001;1;0;795350;795350;0;1;2;13;36;81;55;28;25;1;7;
350070905000002;1;0;1204654;1204654;0;0;1;15;63;96;55;51;30;11;3;
350070905000003;1;0;639687;639687;0;0;1;5;23;62;38;40;20;1;0;
350070905000004;1;0;408163;408163;0;1;3;8;39;62;32;11;2;1;9;
350070905000005;1;0;513241;513241;0;0;7;25;88;95;28;10;2;0;3;
350070905000006;1;0;399092;399092;0;0;5;28;62;78;22;13;1;1;4;
350070905000007;1;0;795723;795723;0;2;5;25;89;133;56;24;11;2;3;
350070905000008;1;0;590227;590227;0;1;7;39;114;109;22;15;3;0;4;
350070905000009;2;0;363990;363990;0;1;6;27;68;52;18;7;0;1;3;
350070905000010;1;0;743577;743577;0;0;13;36;88;132;47;27;3;1;3;
350070905000011;1;0;999603;999603;0;0;1;13;48;88;39;31;21;5;1;
350070905000012;1;0;488154;488154;0;3;20;61;131;87;17;3;1;0;4;
350070905000013;1;0;470761;470761;0;7;30;91;160;75;10;1;0;0;26;
350070905000014;1;0;105584;105584;0;1;4;15;23;20;4;0;0;0;0;
350070905000015;1;0;347863;347863;0;0;1;26;55;59;18;5;2;1;2;
350070905000016;1;0;434879;434879;0;1;5;26;87;80;16;8;0;1;6;
350070905000017;1;0;280921;280921;0;2;4;22;76;51;7;5;0;0;3;
350070905000018;1;0;366380;366380;0;1;9;38;107;63;4;5;0;0;1;
350070905000019;1;0;795281;795281;0;0;4;25;124;151;39;18;5;1;4;
350070905000020;1;0;443134;443134;0;0;2;14;50;83;27;15;1;0;5;
350070905000021;1;0;397034;397034;0;5;17;61;62;79;11;12;3;0;1;
350070905000022;1;0;260189;260189;0;2;5;47;83;44;7;1;0;0;6;
350070905000023;1;0;367110;367110;0;3;12;66;115;63;9;1;0;0;1;
350070905000024;1;0;251570;251570;0;0;10;41;74;45;6;0;0;0;13;
350070905000025;1;0;24032;24032;0;5;4;8;7;1;0;0;0;0;1;
350070905000026;1;0;420754;420754;0;1;28;76;122;65;7;0;1;0;8;
350070905000027;1;0;659344;659344;0;0;3;31;94;142;34;7;3;0;6;
350070905000028;1;0;372726;372726;0;0;1;11;53;71;18;12;1;0;1;
350070905000029;1;0;591430;591430;0;4;14;35;127;131;25;8;0;0;2;
350070905000030;1;0;439072;439072;0;4;21;51;117;84;16;2;0;0;2;
350070905000031;1;0;461208;461208;0;1;13;48;108;85;20;6;2;0;4;
350070905000032;1;1;332135;331985;150;5;20;66;97;61;3;0;0;0;10;
350070905000033;1;0;498905;498905;0;2;4;15;78;106;32;8;0;0;6;
350070905000034;1;0;267235;267235;0;5;22;58;97;37;2;2;0;0;7;
350070905000035;1;0;519350;519350;0;0;0;14;111;109;18;6;1;1;2;
350070905000036;3;0;107430;107430;0;0;0;5;5;8;4;5;2;0;0;
350070905000037;3;0;58780;58780;0;0;0;0;2;5;5;5;0;0;0;
350070905000038;8;0;93070;93070;0;1;1;15;32;15;3;0;0;0;0;
350070905000039;8;0;9450;9450;0;0;1;3;2;2;0;0;0;0;0;
350070905000040;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
350070905000041;8;0;164130;164130;0;2;7;31;56;19;1;3;1;1;0;
350070905000042;1;0;517911;517911;0;1;2;11;31;47;30;22;15;0;1;
350070905000043;1;0;952428;952428;0;0;1;4;23;68;60;51;16;5;2;
350070905000044;1;0;163653;163653;0;4;7;34;49;32;3;1;0;0;3;
350070905000045;1;0;218351;218351;0;2;7;31;70;32;3;1;0;0;4;
350070905000046;1;0;198701;198701;0;5;34;66;62;20;1;0;0;0;28;
350070905000047;8;0;42782;42782;0;2;3;7;10;8;0;2;0;0;0;
350070910000001;1;0;303872;303872;0;0;1;19;81;49;10;8;0;1;0;
350070910000002;8;29;115621;112693;2928;9;11;21;32;25;2;1;0;0;23;
350070910000003;8;5;130751;129751;1000;3;8;21;27;9;3;0;4;0;6;
350075805000001;1;0;429300;429300;0;1;10;37;113;65;19;7;1;1;3;
350075805000002;1;0;349267;349267;0;3;9;43;96;55;9;6;1;1;3;
350075805000003;3;0;16480;16480;0;0;0;2;6;4;0;0;0;0;0;
350075805000004;3;0;284380;284380;0;1;5;40;77;30;10;4;1;2;3;
350075805000005;8;0;173190;173190;0;1;4;19;50;29;5;4;3;0;0;
350075805000006;8;0;21860;21860;0;0;1;7;6;2;2;0;0;0;1;
350075805000007;8;0;150947;150947;0;1;9;17;50;25;5;1;2;0;0;
350075805000008;1;0;273654;273654;0;3;3;10;31;34;12;7;6;1;4;
350075805000009;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350075805000010;1;1;442530;442020;510;2;8;43;123;77;10;8;3;0;5;
350075805000011;1;0;46955;46955;0;0;1;2;7;6;1;1;1;0;0;
350075805000012;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350075805000013;1;0;31060;31060;0;0;0;2;5;10;1;0;0;0;0;
350075805000014;1;0;42490;42490;0;0;3;7;9;6;1;1;0;0;1;
350075805000015;8;0;179483;179483;0;6;10;28;48;37;4;3;3;0;8;
350075805000016;3;0;36880;36880;0;0;1;1;1;3;0;1;3;0;0;
350080805000001;1;0;379723;379723;0;0;5;13;64;44;24;14;4;2;2;
350080805000002;1;0;333053;333053;0;0;5;20;64;47;14;15;2;2;3;
350080805000003;1;2;368682;365212;3470;0;6;46;86;59;21;5;3;0;5;
350080805000004;1;0;241706;241706;0;1;4;23;49;59;12;2;3;0;0;
350080805000005;1;0;328324;328324;0;1;4;31;79;73;12;8;1;0;1;
350080805000006;2;1;227143;225185;1958;1;7;28;66;42;10;5;1;0;2;
350080805000007;2;0;23994;23994;0;0;1;1;9;3;1;0;0;0;0;
350080805000008;2;0;32911;32911;0;0;1;3;7;5;4;0;0;0;0;
350080805000009;8;0;60760;60760;0;0;2;9;27;11;0;0;0;0;3;
350080805000010;8;0;67490;67490;0;0;0;3;22;16;1;2;0;0;1;
350080805000011;8;1;58194;57174;1020;0;3;5;17;7;4;1;0;0;1;
350080805000012;8;0;34982;34982;0;0;0;7;17;7;0;0;0;0;2;
350080805000013;8;0;76125;76125;0;1;0;8;18;19;2;1;0;0;0;
350090705000001;1;0;360136;360136;0;0;11;30;82;61;13;8;2;1;3;
350090705000002;1;1;625404;624664;740;1;10;43;124;97;31;14;4;3;6;
350090705000003;1;2;386971;385849;1122;0;6;39;92;79;14;6;1;0;1;
350090705000004;8;0;217111;217111;0;0;0;18;47;52;5;0;0;0;1;
350090705000006;1;0;60285;60285;0;0;0;5;18;12;3;0;0;0;1;
350090715000001;1;0;147521;147521;0;2;13;26;59;20;3;0;1;0;2;
350090715000002;8;0;167606;167606;0;1;5;22;53;23;8;3;1;0;0;
350100405000001;1;0;914085;914085;0;0;2;10;54;80;51;33;29;6;5;
350100405000002;1;0;462907;462907;0;1;2;14;35;48;32;17;11;2;2;
350100405000003;1;0;267570;267570;0;2;4;5;21;32;23;15;7;1;21;
350100405000004;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350100405000005;1;0;733680;733680;0;1;5;16;59;67;30;29;22;9;6;
350100405000006;1;0;326197;326197;0;0;7;39;99;49;8;8;1;0;0;
350100405000007;1;0;496104;496104;0;0;3;45;115;95;14;6;4;0;1;
350100405000008;1;0;334987;334987;0;0;5;23;80;61;12;2;1;0;2;
350100405000009;1;0;321801;321801;0;2;3;36;79;70;10;0;0;0;2;
350100405000010;1;0;441513;441513;0;0;10;49;129;89;9;3;0;0;6;
350100405000011;1;1;558854;556854;2000;0;2;20;49;69;21;14;9;5;3;
350100405000012;1;0;248490;248490;0;0;5;27;67;46;10;3;1;0;1;
350100405000013;1;1;406211;405111;1100;0;2;22;60;83;21;5;1;2;3;
350100405000014;1;1;578168;577658;510;0;2;28;115;94;26;12;8;0;3;
350100405000015;1;0;443709;443709;0;0;2;23;107;88;11;7;1;0;1;
350100405000016;1;0;763931;763931;0;0;0;19;56;77;36;29;15;3;0;
350100405000017;1;0;427571;427571;0;1;6;45;111;64;15;5;5;2;4;
350100405000018;1;0;45760;45760;0;1;1;7;16;7;2;0;0;0;1;
350100405000019;1;0;85244;85244;0;0;2;7;15;19;4;3;0;0;1;
350100405000020;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350100405000021;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350100405000022;1;0;237394;237394;0;0;8;29;71;42;7;2;0;0;0;
350100405000023;8;0;43230;43230;0;0;2;10;14;14;0;0;0;0;0;
350100405000024;8;0;211382;211382;0;2;3;25;32;36;6;0;2;3;1;
350100405000025;8;0;176116;176116;0;0;2;20;37;25;3;2;2;1;0;
350100405000026;8;0;285885;285885;0;0;2;33;58;33;7;1;2;2;6;
350100405000027;8;1;53650;52850;800;0;2;11;14;10;1;1;0;0;1;
350100405000028;8;0;101939;101939;0;1;7;23;29;14;2;1;2;0;6;
350100405000029;8;0;80976;80976;0;0;2;20;29;9;2;1;0;0;2;
350100405000030;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350100405000031;1;0;318464;318464;0;0;4;32;87;63;8;4;1;0;1;
350100405000032;1;0;543884;543884;0;0;6;46;103;108;15;10;2;0;2;
350110305000001;1;0;461237;461237;0;2;5;59;120;84;19;9;2;0;3;
350110305000002;1;0;364439;364439;0;0;2;18;75;79;13;6;1;3;5;
350110305000003;1;0;235125;235125;0;1;0;16;47;49;11;7;2;0;6;
350110305000004;1;0;343317;343317;0;1;0;17;86;63;18;4;2;0;1;
350110305000005;3;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350110305000006;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
350110305000007;8;0;74355;74355;0;0;2;9;26;12;3;1;0;0;0;
350110305000008;8;0;88207;88207;0;0;1;6;22;19;1;2;0;0;2;
350110305000009;8;0;100084;100084;0;0;3;14;23;16;3;1;1;0;6;
350110305000010;8;0;36318;36318;0;1;0;5;9;6;1;0;1;0;0;
350110310000001;1;0;203294;203294;0;1;7;40;87;33;3;0;0;0;10;
350110310000002;8;0;50315;50315;0;1;1;9;13;11;2;0;0;0;2;
350110315000001;1;0;111123;111123;0;0;5;11;32;18;3;2;0;1;4;
350110315000002;8;0;53020;53020;0;0;2;4;14;8;3;0;0;0;0;
350115205000001;1;0;796367;796367;0;0;0;3;24;59;30;23;19;8;3;
350115205000002;1;0;674965;674965;0;0;1;6;38;96;35;10;6;2;0;
350115205000003;1;2;670842;608342;62500;2;9;29;67;95;43;21;3;3;5;
350115205000004;1;0;346313;346313;0;2;3;24;39;56;23;6;3;0;11;
350115205000005;1;0;437651;437651;0;2;3;12;47;74;26;14;2;0;3;
350115205000006;1;0;607752;607752;0;0;8;36;76;110;35;19;1;0;5;
350115205000007;1;0;515786;515786;0;1;1;15;48;78;32;18;6;0;12;
350115205000008;1;0;515504;515504;0;0;2;7;44;93;30;18;4;0;4;
350115205000009;1;0;647082;647082;0;2;8;19;93;110;36;15;2;1;8;
