Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
353800605000120;1;0;9171;9171;0;0;0;3;1;0;1;0;0;0;0;
353800605000121;1;0;384237;384237;0;0;13;51;103;63;13;8;0;0;1;
353800605000122;1;0;203833;203833;0;0;3;23;38;36;7;2;0;1;5;
353800605000123;2;0;23794;23794;0;0;0;4;5;5;1;1;0;0;0;
353800605000124;1;4;456375;452965;3410;8;18;67;93;83;16;10;2;0;6;
353800605000125;1;0;175634;175634;0;7;12;49;58;19;6;1;0;0;8;
353800605000126;8;0;59975;59975;0;0;0;3;5;1;0;1;3;1;0;
353800605000127;8;0;12510;12510;0;1;1;1;1;0;1;0;0;1;0;
353800605000128;2;0;23364;23364;0;1;1;3;9;4;0;0;0;0;1;
353800605000129;2;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
353800605000130;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
353800605000131;1;0;842595;842595;0;1;7;30;101;141;45;27;6;1;4;
353800605000132;1;0;713282;713282;0;1;3;35;97;105;36;29;7;2;4;
353800605000133;1;0;693263;693263;0;1;11;30;91;134;42;15;5;0;1;
353800605000134;1;0;1748510;1748510;0;0;0;0;7;25;19;70;57;26;0;
353800605000135;2;0;17000;17000;0;0;0;3;2;2;2;1;0;0;0;
353800610000001;1;1;419712;417712;2000;2;6;30;73;63;16;9;3;1;5;
353800610000002;1;0;295578;295578;0;1;7;23;56;55;14;6;3;0;12;
353800610000003;1;0;513193;513193;0;1;12;55;110;91;13;7;1;0;8;
353800610000004;1;0;572444;572444;0;0;15;36;85;86;16;17;6;2;3;
353800610000005;1;0;433463;433463;0;3;14;49;92;67;15;13;4;1;7;
353800610000006;1;0;818771;818771;0;9;26;100;189;144;38;9;3;1;22;
353800610000007;1;0;275972;275972;0;12;29;88;70;31;6;1;1;0;4;
353800610000008;1;3;511869;511135;734;12;53;121;151;59;9;8;3;0;10;
353800610000009;1;0;390669;390669;0;4;19;64;96;65;10;1;2;0;3;
353800610000010;1;1;396727;396343;384;8;17;64;93;58;9;4;0;2;10;
353800610000011;1;2;472244;471733;511;5;26;77;102;78;9;6;2;1;23;
353800610000012;1;1;766255;765555;700;1;11;54;136;132;25;18;9;0;9;
353800610000013;1;0;321142;321142;0;1;11;26;70;60;16;3;2;0;7;
353800610000014;1;0;425436;425436;0;2;5;25;76;78;22;6;3;0;2;
353800610000015;1;0;233186;233186;0;2;7;27;60;37;7;5;1;0;3;
353800610000016;1;0;316084;316084;0;2;7;14;61;61;10;8;1;0;1;
353800610000017;1;1;540669;540105;564;38;50;171;141;69;8;3;1;0;3;
353800610000018;1;1;835803;833293;2510;3;7;23;85;115;53;20;9;2;1;
353800610000019;1;0;616492;616492;0;3;16;49;130;105;25;9;1;0;12;
353800610000020;1;0;393011;393011;0;1;5;23;74;72;18;5;1;0;3;
353800610000021;1;2;782886;782076;810;2;9;51;105;126;36;16;5;0;3;
353800610000022;1;0;569181;569181;0;3;11;20;65;86;37;14;6;1;9;
353800610000023;1;0;68536;68536;0;0;1;6;12;6;2;1;2;0;0;
353800610000024;1;0;454756;454756;0;5;10;48;81;71;25;9;5;0;71;
353800610000025;1;1;590249;589749;500;3;10;57;119;85;19;12;4;1;8;
353800610000026;1;0;164894;164894;0;0;4;14;25;35;9;2;1;0;2;
353800610000027;1;0;405068;405068;0;2;9;38;77;64;12;5;2;1;8;
353800610000028;1;0;232799;232799;0;1;4;15;30;40;8;7;0;0;3;
353800610000029;1;0;543249;543249;0;4;10;39;76;96;31;13;2;0;31;
353800610000030;1;0;623831;623831;0;2;6;48;97;104;31;11;4;1;4;
353800610000031;1;1;762416;762416;0;3;17;57;151;143;32;11;2;1;23;
353800610000032;1;0;248215;248215;0;1;7;14;35;44;13;9;1;0;3;
353800610000033;1;0;255314;255314;0;0;16;41;62;46;10;0;1;0;1;
353800610000034;1;0;831827;831827;0;3;5;50;124;157;52;16;4;2;6;
353800610000035;1;0;864283;864283;0;2;8;57;120;153;60;22;4;1;12;
353800610000036;1;0;183352;183352;0;0;2;6;26;28;7;4;2;0;1;
353800610000037;1;0;512629;512629;0;7;15;59;130;100;19;7;0;0;7;
353800610000038;8;0;42944;42944;0;0;9;15;12;9;0;0;0;0;0;
353800610000039;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
353800610000040;8;0;56051;56051;0;1;8;18;10;5;1;3;1;0;4;
353800610000041;1;1;296328;295508;820;7;27;55;99;49;7;1;1;0;7;
353800610000042;1;0;321421;321421;0;18;32;97;105;42;2;1;0;0;13;
353800610000043;2;0;68446;68446;0;0;2;12;21;4;1;1;0;1;0;
353800610000045;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
353810505000001;1;3;518585;512915;5670;0;4;10;41;75;34;16;5;3;4;
353810505000002;1;2;466482;462882;3600;3;1;18;69;76;31;12;1;2;3;
353810505000003;1;0;407682;407682;0;1;4;14;65;84;22;13;3;0;6;
353810505000004;1;0;277372;277372;0;3;2;17;62;48;16;7;2;0;0;
353810505000005;1;0;324800;324800;0;1;2;23;57;51;16;5;2;1;5;
353810505000006;1;0;300752;300752;0;1;2;8;61;69;13;2;0;0;2;
353810505000007;1;0;564036;564036;0;1;1;11;59;72;25;18;14;2;3;
353810505000008;1;0;403770;403770;0;2;1;11;23;37;26;25;11;0;2;
353810505000009;1;0;1221360;1221360;0;1;4;28;79;166;81;45;21;2;4;
353810505000010;1;0;459818;459818;0;0;6;34;109;97;23;5;0;1;5;
353810505000011;1;0;469921;469921;0;1;6;46;107;90;16;5;4;0;12;
353810505000012;1;0;577264;577264;0;0;2;15;64;119;27;21;4;2;3;
353810505000013;1;0;530636;530636;0;3;1;4;42;54;30;14;12;5;3;
353810505000014;1;0;410022;410022;0;0;9;33;117;96;9;3;0;0;8;
353810505000015;1;0;292199;292199;0;0;2;14;53;57;12;2;1;1;2;
353810505000016;1;0;376479;376479;0;0;0;25;72;93;14;3;0;0;3;
353810505000017;1;0;345244;345244;0;0;0;14;62;92;14;5;2;0;1;
353810505000018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
353810505000019;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
353810505000020;8;0;118774;118774;0;0;1;8;18;16;3;2;0;1;0;
353810505000021;8;0;58141;58141;0;0;1;6;15;12;0;0;0;0;1;
353810505000022;8;0;86942;86942;0;0;1;8;24;17;5;1;0;0;2;
353810505000023;8;0;38125;38125;0;0;0;0;3;5;1;0;1;0;0;
353810505000024;8;0;59040;59040;0;0;1;7;18;11;1;0;0;0;0;
353810505000025;1;0;474743;474743;0;0;6;32;126;103;17;5;1;0;0;
353810505000026;2;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
353810505000027;2;0;6730;6730;0;0;0;0;5;0;0;0;0;0;0;
353810505000028;2;0;35790;35790;0;0;1;2;5;7;1;1;0;0;0;
353810510000001;1;0;522773;522773;0;2;2;31;109;112;20;4;1;0;2;
353810510000002;1;2;589678;588548;1130;0;4;22;121;105;25;7;4;0;3;
353810510000003;8;0;115846;115846;0;0;1;7;16;17;8;1;0;1;0;
353820405000001;1;0;319225;319225;0;3;2;11;45;65;16;12;5;0;2;
353820405000002;1;0;521594;521594;0;1;1;15;48;78;28;20;8;1;2;
353820405000003;1;0;260151;260151;0;0;3;18;59;53;8;6;0;0;0;
353820405000004;1;0;389987;389987;0;1;6;32;92;90;12;7;2;0;5;
353820405000005;1;0;554584;554584;0;1;7;28;94;110;28;12;3;2;2;
353820405000006;1;0;360677;360677;0;1;4;9;76;55;20;13;1;0;1;
353820405000007;1;0;267063;267063;0;0;1;23;49;50;10;6;3;0;4;
353820405000008;1;0;95041;95041;0;0;8;26;30;14;1;1;0;0;1;
353820405000009;3;0;62370;62370;0;0;0;6;9;3;1;6;1;1;1;
353820405000010;3;0;92023;92023;0;0;0;5;23;21;8;2;0;0;1;
353820405000011;8;0;337063;337063;0;2;6;28;73;44;15;7;2;2;6;
353820405000012;8;0;307418;307418;0;0;5;24;84;51;15;6;3;0;3;
353820405000013;8;0;133494;133494;0;0;2;22;32;19;3;2;1;1;5;
353820405000014;8;0;240033;240033;0;3;3;24;40;38;2;1;4;2;6;
353820405000015;8;0;299605;299605;0;3;18;62;79;27;8;4;2;2;2;
353820405000016;8;0;434188;434188;0;2;10;34;114;92;15;5;2;0;4;
353820405000017;8;0;112400;112400;0;0;0;7;23;21;3;3;1;1;0;
353820405000018;8;0;119420;119420;0;0;2;14;23;20;1;2;1;1;0;
353820405000019;8;0;185023;185023;0;0;4;15;28;23;8;5;3;1;2;
353820405000020;8;0;121277;121277;0;3;5;17;38;18;5;1;0;1;2;
353820405000021;8;0;191240;191240;0;1;6;28;56;36;4;1;0;0;3;
353820405000022;5;0;233805;233805;0;1;6;28;70;53;7;1;0;0;0;
353820405000023;8;0;121169;121169;0;0;3;14;38;20;4;2;0;0;1;
353820405000024;1;4;398061;393417;4644;4;14;68;116;65;11;5;1;0;7;
353820405000025;1;0;282200;282200;0;1;4;20;53;53;12;10;2;0;2;
353820405000026;1;0;270089;270089;0;0;1;10;43;48;18;7;1;1;0;
353820405000027;8;0;125360;125360;0;0;2;6;22;27;5;2;1;0;1;
353820405000028;8;0;176004;176004;0;0;2;12;34;39;8;1;1;0;4;
353820405000029;8;0;177719;177719;0;0;2;8;28;31;6;8;2;0;2;
353820405000030;8;0;183422;183422;0;1;3;14;33;36;10;6;2;0;1;
353830305000001;1;0;315581;315581;0;1;15;51;95;65;7;3;1;1;8;
353830305000002;1;0;343281;343281;0;0;1;29;73;67;15;4;5;0;2;
353830305000003;1;0;375240;375240;0;4;8;42;95;63;17;4;3;0;2;
353830305000004;8;0;151391;151391;0;7;17;49;51;19;1;4;1;0;4;
353830305000005;8;0;69473;69473;0;1;1;14;17;11;1;1;0;1;1;
353830305000006;8;0;65561;65561;0;0;2;17;27;10;1;1;1;0;2;
353830305000007;8;0;33399;33399;0;0;0;6;18;5;0;0;0;0;0;
353830305000008;1;0;339174;339174;0;4;5;47;88;54;14;10;2;0;6;
353850105000001;1;3;442701;440401;2300;2;6;9;35;48;27;26;10;1;3;
353850105000002;1;3;653154;651530;1624;3;7;25;51;74;26;37;15;2;2;
353850105000003;1;0;507105;507105;0;0;4;25;47;39;16;11;5;7;1;
353850105000004;1;0;740921;740921;0;1;14;43;86;96;48;32;12;1;2;
353850105000005;1;0;352547;352547;0;11;16;48;69;66;14;12;4;0;8;
353850105000006;1;0;144352;144352;0;2;14;55;48;21;1;4;0;0;4;
353850105000007;1;1;423348;422838;510;1;7;30;66;74;18;15;9;0;7;
353850105000008;1;0;374896;374896;0;3;13;46;61;65;17;14;4;0;17;
353850105000009;1;0;169577;169577;0;3;12;33;34;25;5;4;1;0;1;
353850105000010;1;1;468879;465879;3000;6;20;47;96;74;23;12;1;1;1;
353850105000011;1;0;458578;458578;0;3;12;48;74;71;27;18;4;1;11;
353850105000012;1;0;476484;476484;0;3;4;29;54;52;19;25;10;3;3;
353850105000013;1;0;413477;413477;0;0;5;13;27;43;14;23;14;1;1;
353850105000014;1;3;492916;491614;1302;2;10;29;63;66;24;21;14;0;6;
353850105000015;1;0;481116;481116;0;6;13;67;116;55;18;15;2;1;5;
353850105000016;1;4;547881;544361;3520;5;15;74;105;86;24;16;5;1;10;
353850105000017;1;0;394578;394578;0;4;18;58;73;63;16;7;3;0;6;
353850105000018;1;0;416836;416836;0;6;10;43;67;77;25;10;4;0;4;
353850105000019;8;0;166304;166304;0;2;16;28;29;16;5;4;3;2;0;
353850105000020;8;3;190930;189700;1230;0;14;25;56;22;4;4;4;0;2;
353850105000021;8;0;10925;10925;0;0;1;3;2;0;0;0;1;0;0;
353850105000022;8;0;11300;11300;0;0;0;2;2;1;0;0;1;0;0;
353850105000023;8;0;22951;22951;0;3;5;11;13;4;0;0;0;0;1;
353860005000001;1;0;298756;298756;0;0;2;19;50;58;18;5;0;0;1;
353860005000002;1;0;231131;231131;0;0;2;20;33;22;5;1;3;1;43;
353860005000003;1;0;223592;223592;0;0;0;15;61;55;9;0;0;0;2;
353860005000004;1;0;517661;517661;0;2;5;44;115;105;25;7;1;0;8;
353860005000005;1;0;363168;363168;0;1;4;26;62;73;14;11;4;0;5;
353860005000006;1;0;244907;244907;0;1;8;14;35;48;9;4;2;1;19;
353860005000007;1;0;328604;328604;0;1;8;31;69;60;10;3;2;1;12;
353860005000008;1;0;300570;300570;0;2;3;27;77;68;7;4;0;0;0;
353860005000009;1;0;323291;323291;0;0;5;18;63;67;8;7;1;0;3;
353860005000010;1;0;276210;276210;0;0;1;23;58;65;12;2;0;0;2;
353860005000011;1;0;263681;263681;0;0;0;4;26;40;17;5;10;1;0;
353860005000012;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
353860005000013;1;0;757184;757184;0;0;1;15;44;66;37;41;17;4;2;
353860005000014;1;0;326575;326575;0;0;5;8;25;42;10;12;6;1;34;
353860005000015;1;0;596075;596075;0;1;7;9;45;65;31;21;10;3;2;
353860005000016;1;0;607231;607231;0;0;1;6;19;38;28;20;18;6;1;
353860005000017;1;0;316586;316586;0;3;10;41;77;51;7;6;1;1;11;
353860005000018;1;0;122284;122284;0;1;1;10;19;12;7;6;1;0;2;
353860005000019;1;0;251981;251981;0;0;9;21;66;49;5;8;1;0;6;
353860005000020;1;0;52310;52310;0;0;0;1;8;8;5;1;0;1;0;
353860005000021;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
353860005000022;1;0;71076;71076;0;1;4;14;28;15;0;1;0;0;5;
353860005000023;1;0;337422;337422;0;0;11;30;71;48;15;7;1;0;21;
353860005000024;1;0;474525;474525;0;1;5;18;42;72;31;19;6;1;2;
353860005000025;2;0;145503;145503;0;0;3;10;38;29;7;1;1;0;2;
353860005000026;2;0;110335;110335;0;0;3;12;18;9;6;2;2;1;2;
353860005000027;2;0;54399;54399;0;0;2;12;24;7;0;1;0;0;0;
353860005000028;2;0;42100;42100;0;0;2;5;19;5;0;0;1;0;2;
353860005000029;2;0;56385;56385;0;0;6;18;20;8;0;1;1;0;0;
353860005000030;2;0;41985;41985;0;0;3;11;24;3;0;0;0;0;16;
353860005000031;2;0;287430;287430;0;7;12;37;71;46;7;5;0;1;6;
353860005000032;2;0;81248;81248;0;1;2;10;15;7;6;1;1;1;1;
353860005000033;2;0;362556;362556;0;2;13;38;89;49;5;8;4;2;14;
353860005000034;2;0;253522;253522;0;2;5;25;55;39;6;7;3;0;0;
353860005000035;2;0;169524;169524;0;0;7;21;46;23;6;2;1;1;0;
353860005000036;1;0;359399;359399;0;0;1;8;45;50;22;16;5;2;3;
353860005000037;1;0;364300;364300;0;0;4;34;96;92;8;5;0;0;3;
353860005000038;1;0;549446;549446;0;0;5;29;102;109;25;10;6;2;4;
353860005000039;1;0;583486;583486;0;1;2;12;39;52;15;5;1;1;5;
353860005000040;1;0;213570;213570;0;1;8;25;62;35;5;1;0;0;0;
353860005000041;1;0;340173;340173;0;1;1;15;49;56;16;4;5;2;9;
353860005000042;1;0;602284;602284;0;0;3;8;16;43;22;31;14;3;1;
353860005000043;1;0;204721;204721;0;0;3;32;50;36;4;3;0;1;0;
353860005000044;1;0;259357;259357;0;1;5;19;62;48;9;3;1;0;1;
353860005000045;1;0;403729;403729;0;0;5;38;68;94;18;6;1;0;1;
353860005000046;2;0;56765;56765;0;0;0;5;18;17;0;1;0;0;1;
353860010000001;1;0;269850;269850;0;0;11;24;37;29;8;11;9;0;19;
353860010000002;1;0;307898;307898;0;1;5;37;81;52;12;3;2;0;4;
353860010000003;1;0;284467;284467;0;0;2;29;79;54;16;2;0;0;4;
353860010000004;1;0;428710;428710;0;7;9;58;77;60;15;9;6;4;24;
353860010000005;2;0;93132;93132;0;1;7;15;26;21;0;1;0;0;2;
353860010000006;2;0;506104;506104;0;0;4;40;97;64;9;8;9;3;4;
353860010000007;1;0;291751;291751;0;3;23;47;94;40;11;4;1;0;11;
353860010000008;2;0;143370;143370;0;2;2;23;39;22;6;1;0;1;1;
353870905000001;1;0;586239;586239;0;0;0;1;15;27;20;37;24;12;4;
353870905000002;1;0;926482;926482;0;0;0;2;6;26;26;32;45;16;1;
353870905000003;1;0;288250;288250;0;0;0;3;12;30;21;27;12;2;4;
353870905000004;1;0;636079;636079;0;0;0;1;7;16;27;34;27;12;2;
353870905000005;1;0;1581716;1581716;0;0;0;2;17;32;27;40;33;8;2;
353870905000006;1;0;800209;800209;0;1;0;1;9;29;14;25;28;21;12;
353870905000007;1;0;304720;304720;0;0;0;1;2;12;9;7;15;4;6;
353870905000008;1;0;444443;444443;0;0;1;2;5;26;19;18;18;8;1;
353870905000009;1;0;745540;745540;0;0;1;1;4;13;17;21;34;15;34;
353870905000010;1;0;483438;483438;0;0;0;1;11;28;13;10;10;10;15;
353870905000011;1;0;1103860;1103860;0;0;0;3;2;14;10;36;56;25;3;
353870905000012;1;0;880595;880595;0;0;0;0;3;14;14;26;32;24;1;
353870905000013;1;0;219153;219153;0;0;0;1;3;8;4;12;7;4;0;
353870905000014;1;0;650193;650193;0;0;0;3;17;40;11;28;30;9;2;
353870905000015;1;0;2214567;2214567;0;0;0;2;5;15;14;34;72;52;0;
353870905000016;1;0;536923;536923;0;0;1;3;12;27;27;25;8;3;2;
353870905000017;1;0;476364;476364;0;0;0;1;3;10;18;13;11;16;3;
353870905000018;1;0;849717;849717;0;0;1;5;20;52;38;32;21;9;8;
353870905000019;1;0;682720;682720;0;1;1;9;27;49;28;32;21;9;11;
353870905000020;1;0;773497;773497;0;1;0;0;10;30;31;34;41;11;2;
353870905000021;1;2;839171;837371;1800;0;0;8;47;56;75;48;31;6;11;
353870905000022;1;0;365003;365003;0;0;0;1;7;33;26;29;18;2;1;
353870905000023;1;0;6530;6530;0;0;0;1;2;3;0;0;0;0;0;
353870905000024;1;0;858235;858235;0;1;0;0;7;23;27;30;35;23;1;
353870905000025;1;0;406045;406045;0;0;0;8;17;21;9;12;13;10;31;
353870905000026;1;1;754821;754311;510;0;0;1;9;28;28;46;39;21;0;
353870905000027;1;0;763869;763869;0;0;1;3;9;11;13;23;26;22;0;
353870905000028;1;0;1246807;1246807;0;0;1;2;7;26;33;52;34;20;2;
353870905000029;1;0;746463;746463;0;0;0;1;6;28;19;55;32;13;1;
353870905000030;1;0;467281;467281;0;0;1;5;14;17;12;25;15;10;30;
353870905000031;1;0;345214;345214;0;1;0;1;9;29;34;24;20;7;5;
353870905000032;1;0;191119;191119;0;1;0;5;28;39;16;5;2;0;3;
353870905000033;1;0;826320;826320;0;1;0;8;22;64;25;37;18;13;10;
353870905000034;1;0;594533;594533;0;0;0;0;13;24;17;31;23;8;2;
353870905000035;1;0;780752;780752;0;0;0;2;10;39;20;30;30;12;1;
353870905000036;1;0;414310;414310;0;0;1;6;18;42;22;12;10;5;3;
353870905000037;1;0;358082;358082;0;0;0;10;25;56;14;16;7;3;1;
353870905000038;1;0;1032622;1032622;0;1;0;3;3;21;15;30;29;27;2;
353870905000039;1;0;483454;483454;0;0;0;1;3;4;7;21;15;8;2;
353870905000040;1;0;837198;837198;0;0;0;0;8;37;28;22;32;18;3;
353870905000041;1;0;438351;438351;0;0;2;5;25;53;22;12;21;1;0;
353870905000042;1;0;500680;500680;0;0;2;4;36;67;29;31;18;3;1;
353870905000043;1;1;481329;479329;2000;0;2;3;24;52;31;22;14;6;2;
353870905000044;1;0;646373;646373;0;0;1;2;11;50;31;49;24;4;0;
353870905000045;1;0;738119;738119;0;0;0;1;11;31;22;24;21;10;0;
353870905000046;1;0;726309;726309;0;0;1;2;13;35;20;29;29;9;3;
353870905000047;1;0;626942;626942;0;0;1;10;54;68;29;26;17;5;6;
353870905000048;1;0;558766;558766;0;0;0;6;32;80;42;21;11;4;2;
353870905000049;1;0;597841;597841;0;1;0;8;42;87;45;22;13;1;3;
353870905000050;1;0;710463;710463;0;0;0;4;23;50;43;38;23;2;0;
353870905000051;1;0;235575;235575;0;0;0;1;22;36;26;11;5;0;2;
353870905000052;1;0;1208040;1208040;0;0;0;0;13;31;25;34;55;24;2;
353870905000053;1;0;724541;724541;0;0;0;5;6;19;25;37;32;11;6;
353870905000054;1;0;1512918;1512918;0;0;0;2;7;21;26;35;48;45;0;
353870905000055;1;0;1228595;1228595;0;0;1;2;10;25;28;27;35;26;5;
353870905000056;1;0;1841557;1841557;0;0;1;2;10;35;37;44;62;30;16;
353870905000057;1;0;656121;656121;0;0;0;0;14;36;38;45;13;6;3;
353870905000058;1;0;396771;396771;0;0;2;5;27;61;33;25;3;2;0;
353870905000059;1;0;606761;606761;0;0;5;14;43;97;43;27;7;1;3;
353870905000060;1;0;650203;650203;0;0;0;10;50;120;42;21;11;0;1;
353870905000061;1;0;439770;439770;0;0;0;6;25;41;23;24;8;2;3;
353870905000062;1;0;1337144;1337144;0;0;0;1;15;23;22;33;40;31;7;
353870905000063;1;0;320461;320461;0;0;0;0;21;43;46;20;19;4;0;
353870905000064;1;0;369769;369769;0;0;1;3;27;42;26;13;9;3;3;
353870905000065;1;0;912607;912607;0;0;1;2;24;51;40;18;24;13;2;
353870905000066;1;0;644892;644892;0;1;0;2;23;48;40;30;20;3;1;
353870905000067;1;0;1137637;1137637;0;0;0;6;26;54;47;38;36;19;2;
353870905000068;1;0;691160;691160;0;0;0;3;10;28;23;31;39;6;1;
353870905000069;1;0;1475941;1475941;0;0;0;2;10;29;14;30;39;42;0;
353870905000070;1;0;737915;737915;0;0;0;4;21;50;38;34;24;5;3;
353870905000071;1;0;537787;537787;0;0;1;4;20;37;21;16;15;6;4;
353870905000072;1;0;538006;538006;0;0;0;6;18;43;24;27;14;5;2;
353870905000073;1;0;1372850;1372850;0;0;0;1;8;24;21;40;49;31;1;
353870905000074;1;0;817697;817697;0;0;1;4;16;35;25;28;20;15;0;
353870905000075;1;0;804482;804482;0;0;0;4;11;26;16;32;34;11;3;
353870905000076;1;0;351358;351358;0;0;0;0;9;30;21;20;13;1;0;
353870905000077;1;0;663138;663138;0;0;0;1;12;35;23;25;34;9;0;
353870905000078;1;1;457166;456166;1000;0;0;15;25;47;23;20;16;1;2;
353870905000079;1;0;991982;991982;0;1;2;3;25;34;23;43;31;20;0;
353870905000080;1;0;1185394;1185394;0;1;0;5;16;44;28;40;44;22;1;
353870905000081;1;1;606820;601820;5000;0;0;5;23;44;30;31;25;6;3;
353870905000082;1;0;653691;653691;0;0;1;5;24;44;35;54;34;8;8;
353870905000083;1;0;468299;468299;0;0;4;12;50;62;37;19;11;0;3;
353870905000084;1;0;358878;358878;0;0;1;2;18;38;26;16;6;0;1;
353870905000085;1;0;1329023;1329023;0;0;0;6;14;36;46;47;60;25;8;
353870905000086;1;0;618139;618139;0;0;1;9;45;73;40;39;12;2;1;
353870905000087;1;0;796362;796362;0;0;1;10;26;49;36;24;22;7;2;
353870905000088;1;0;638214;638214;0;0;2;10;30;84;48;29;11;1;2;
353870905000089;1;0;712567;712567;0;1;1;4;34;65;35;53;39;8;8;
353870905000090;1;0;598602;598602;0;0;0;2;4;14;15;18;28;13;3;
353870905000091;1;0;322867;322867;0;0;1;6;24;47;22;11;5;1;6;
353870905000092;1;0;637783;637783;0;0;2;4;21;43;26;24;28;7;5;
353870905000093;1;0;439898;439898;0;0;0;4;14;19;8;19;16;3;42;
353870905000094;1;2;463496;460196;3300;0;0;3;4;26;27;23;20;5;1;
353870905000095;1;0;757015;757015;0;0;0;1;15;15;21;38;14;16;1;
353870905000096;1;0;1200078;1200078;0;0;1;1;13;37;30;30;44;14;1;
353870905000097;1;0;2494809;2494809;0;0;1;6;11;49;55;72;72;34;2;
353870905000098;1;0;842697;842697;0;0;0;6;11;51;35;41;24;4;9;
353870905000099;1;0;1548437;1548437;0;1;0;6;21;44;49;55;47;14;1;
353870905000100;1;0;500145;500145;0;0;1;8;14;42;17;20;10;3;45;
353870905000101;1;0;596476;596476;0;0;0;5;35;56;26;27;8;6;7;
353870905000102;1;0;342088;342088;0;0;1;5;29;45;24;12;10;0;3;
353870905000103;1;0;339605;339605;0;0;2;9;20;45;24;11;3;2;38;
353870905000104;1;0;624103;624103;0;0;1;7;34;81;36;40;8;1;2;
353870905000105;1;1;866771;866056;715;0;1;3;29;47;45;39;32;3;1;
353870905000106;1;0;581217;581217;0;0;2;21;45;101;50;21;4;0;4;
353870905000107;1;0;667952;667952;0;0;2;16;67;104;48;20;7;3;1;
353870905000108;1;0;359599;359599;0;0;0;4;12;53;27;9;9;0;1;
353870905000109;1;0;340396;340396;0;1;1;7;24;50;18;12;6;0;9;
353870905000111;1;0;1755268;1755268;0;0;0;6;32;46;32;36;49;32;3;
353870905000112;1;0;660259;660259;0;0;1;5;38;59;40;26;14;5;0;
353870905000113;1;0;484938;484938;0;0;0;10;33;59;27;25;7;1;5;
353870905000114;1;0;535575;535575;0;0;1;14;48;71;25;32;9;0;4;
353870905000115;1;0;1279727;1279727;0;0;1;9;24;48;34;29;10;2;1;
353870905000116;1;0;828763;828763;0;0;2;3;35;67;33;36;14;10;1;
353870905000117;1;0;819136;819136;0;0;0;4;27;40;29;34;20;11;28;
353870905000118;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
353870905000119;1;0;470398;470398;0;1;1;1;9;35;24;24;21;3;3;
353870905000120;1;1;644140;643390;750;0;3;12;63;76;39;31;7;1;5;
353870905000121;1;1;398728;398728;0;2;0;3;22;40;25;20;8;2;2;
353870905000122;1;0;774085;774085;0;0;0;2;11;25;10;31;26;20;2;
353870905000123;1;0;821984;821984;0;1;0;6;30;71;46;30;16;8;1;
353870905000124;1;0;272462;272462;0;0;2;5;17;35;23;9;7;0;0;
353870905000125;1;0;411030;411030;0;0;6;12;38;53;26;9;7;2;2;
353870905000126;1;0;1581564;1581564;0;0;0;5;13;52;49;73;45;25;1;
353870905000127;1;0;878611;878611;0;0;0;2;18;38;40;43;23;5;3;
353870905000128;1;0;1051313;1051313;0;0;0;2;27;44;29;34;29;16;5;
353870905000129;1;0;357590;357590;0;1;0;8;50;53;17;15;5;0;2;
353870905000130;1;0;423623;423623;0;0;0;10;27;50;31;13;11;4;5;
353870905000131;1;0;1044818;1044818;0;0;3;7;32;66;40;52;47;12;2;
353870905000132;1;0;1030277;1030277;0;1;1;4;13;50;39;42;37;15;5;
353870905000133;1;0;422174;422174;0;0;1;11;42;55;27;16;3;1;1;
353870905000134;1;0;972352;972352;0;0;2;6;39;87;52;38;39;4;2;
353870905000135;1;0;355054;355054;0;0;3;9;46;56;25;13;2;0;2;
353870905000136;1;0;472027;472027;0;1;0;4;20;67;31;39;13;1;3;
353870905000137;1;0;603786;603786;0;0;1;12;34;81;39;27;9;2;3;
353870905000138;1;0;435695;435695;0;1;1;7;38;58;25;19;8;1;33;
353870905000139;1;0;905919;905919;0;0;0;2;12;51;28;46;32;11;2;
353870905000140;1;0;1278215;1278215;0;0;0;4;35;88;59;63;33;12;9;
353870905000141;1;0;487242;487242;0;0;2;8;42;75;25;25;8;1;9;
353870905000142;1;0;1038451;1038451;0;1;2;3;22;34;27;32;44;20;1;
353870905000143;1;0;1352042;1352042;0;0;1;1;12;23;27;69;57;22;11;
353870905000144;1;0;901044;901044;0;0;0;0;1;12;18;21;29;19;0;
353870905000145;1;0;1292873;1292873;0;0;0;1;8;17;26;61;51;26;2;
353870905000146;1;0;1307822;1307822;0;0;1;6;36;76;46;71;42;11;3;
353870905000147;1;0;617876;617876;0;0;2;9;36;99;36;28;12;3;1;
